cost_key,technology,year,base_year,capex,capex_unit,nominal_basis,discount_rate,lifetime_years,fom_fraction,capital_cost,capital_cost_unit,marginal_cost,marginal_cost_unit,efficiency,max_hours,efficiency_store,efficiency_dispatch,standing_loss,co2_emissions,annual_change,capex_annual_change,capital_cost_annual_change,marginal_cost_annual_change,co2_emissions_annual_change,fixed_operating_cost_nzd_per_kw_year,fuel_delivery_cost_nzd_per_gj,heat_rate_gj_per_gwh,connection_cost_nzd_m,total_capital_costs_nzd_m,source,source_url,fx_rate_usd_per_eur,fx_source_url,notes
other_cogeneration_waikato_kinleith_cogeneration_plant,other_cogeneration,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,72.830130,NZD/MWh_e,1.000000,,,,,0.673333,,,,,,82.455838,1.319293,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kinleith cogeneration plant; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=11.308229.
other_cogeneration_waikato_kinleith_cogeneration_plant,other_cogeneration,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,60.806417,NZD/MWh_e,1.000000,,,,,0.673333,,,,,,82.455838,1.319293,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kinleith cogeneration plant; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=11.308229.
other_cogeneration_waikato_kinleith_cogeneration_plant,other_cogeneration,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,60.806417,NZD/MWh_e,1.000000,,,,,0.673333,,,,,,82.455838,1.319293,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kinleith cogeneration plant; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=11.308229.
solar_waikato_generic_solar_101_200mw_42,solar,2025,2025,,,MW_e generator capacity,,,,143637.895878,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.480000,149.006631,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (101-200MW): 42; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1490066.311304.
solar_waikato_generic_solar_101_200mw_42,solar,2030,2030,,,MW_e generator capacity,,,,143637.895878,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.480000,149.006631,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (101-200MW): 42; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1490066.311304.
solar_waikato_generic_solar_101_200mw_42,solar,2040,2040,,,MW_e generator capacity,,,,143637.895878,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.480000,149.006631,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (101-200MW): 42; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1490066.311304.
solar_waikato_generic_solar_101_200mw_42,solar,2050,2050,,,MW_e generator capacity,,,,143637.895878,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.480000,149.006631,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (101-200MW): 42; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1490066.311304.
solar_waikato_generic_solar_200mw+_29,solar,2025,2025,,,MW_e generator capacity,,,,141756.076240,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,53.830000,293.342947,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 29; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1466714.733913.
solar_waikato_generic_solar_200mw+_29,solar,2030,2030,,,MW_e generator capacity,,,,141756.076240,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,53.830000,293.342947,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 29; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1466714.733913.
solar_waikato_generic_solar_200mw+_29,solar,2040,2040,,,MW_e generator capacity,,,,141756.076240,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,53.830000,293.342947,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 29; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1466714.733913.
solar_waikato_generic_solar_200mw+_29,solar,2050,2050,,,MW_e generator capacity,,,,141756.076240,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,53.830000,293.342947,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 29; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1466714.733913.
solar_waikato_generic_solar_200mw+_75,solar,2025,2025,,,MW_e generator capacity,,,,131172.125550,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,30.990000,267.075611,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 75; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1335378.053913.
solar_waikato_generic_solar_200mw+_75,solar,2030,2030,,,MW_e generator capacity,,,,131172.125550,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,30.990000,267.075611,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 75; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1335378.053913.
solar_waikato_generic_solar_200mw+_75,solar,2040,2040,,,MW_e generator capacity,,,,131172.125550,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,30.990000,267.075611,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 75; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1335378.053913.
solar_waikato_generic_solar_200mw+_75,solar,2050,2050,,,MW_e generator capacity,,,,131172.125550,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,30.990000,267.075611,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 75; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1335378.053913.
solar_waikato_generic_solar_200mw+_81,solar,2025,2025,,,MW_e generator capacity,,,,142274.622347,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,54.760000,294.629879,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 81; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1473149.393913.
solar_waikato_generic_solar_200mw+_81,solar,2030,2030,,,MW_e generator capacity,,,,142274.622347,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,54.760000,294.629879,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 81; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1473149.393913.
solar_waikato_generic_solar_200mw+_81,solar,2040,2040,,,MW_e generator capacity,,,,142274.622347,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,54.760000,294.629879,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 81; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1473149.393913.
solar_waikato_generic_solar_200mw+_81,solar,2050,2050,,,MW_e generator capacity,,,,142274.622347,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,54.760000,294.629879,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 81; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1473149.393913.
solar_waikato_generic_solar_<100_mw_46,solar,2025,2025,,,MW_e generator capacity,,,,151934.927559,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,16.170000,95.581471,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (<100 MW): 46; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1593024.519130.
solar_waikato_generic_solar_<100_mw_46,solar,2030,2030,,,MW_e generator capacity,,,,151934.927559,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,16.170000,95.581471,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (<100 MW): 46; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1593024.519130.
solar_waikato_generic_solar_<100_mw_46,solar,2040,2040,,,MW_e generator capacity,,,,151934.927559,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,16.170000,95.581471,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (<100 MW): 46; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1593024.519130.
solar_waikato_generic_solar_<100_mw_46,solar,2050,2050,,,MW_e generator capacity,,,,151934.927559,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,16.170000,95.581471,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (<100 MW): 46; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1593024.519130.
solar_waikato_rangiriri_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,135283.841563,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,31.219428,180.232066,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangiriri solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1386400.507256.
solar_waikato_rangiriri_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,135283.841563,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,31.219428,180.232066,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangiriri solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1386400.507256.
solar_waikato_rangiriri_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,135283.841563,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,31.219428,180.232066,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangiriri solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1386400.507256.
solar_waikato_rangiriri_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,135283.841563,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,31.219428,180.232066,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangiriri solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1386400.507256.
solar_waikato_tauhei_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,130254.514255,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,34.163500,194.626733,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tauhei solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1323991.377569.
solar_waikato_tauhei_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,130254.514255,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,34.163500,194.626733,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tauhei solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1323991.377569.
solar_waikato_tauhei_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,130254.514255,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,34.163500,194.626733,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tauhei solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1323991.377569.
solar_waikato_tauhei_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,130254.514255,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,34.163500,194.626733,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tauhei solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1323991.377569.
solar_waikato_waiterimu_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,134526.313260,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,29.450940,192.780043,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiterimu solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1377000.307343.
solar_waikato_waiterimu_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,134526.313260,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,29.450940,192.780043,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiterimu solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1377000.307343.
solar_waikato_waiterimu_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,134526.313260,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,29.450940,192.780043,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiterimu solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1377000.307343.
solar_waikato_waiterimu_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,134526.313260,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,29.450940,192.780043,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiterimu solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1377000.307343.
solar_waikato_warenga_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,132377.050180,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,43.588618,243.059402,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Warenga solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1350330.013267.
solar_waikato_warenga_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,132377.050180,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,43.588618,243.059402,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Warenga solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1350330.013267.
solar_waikato_warenga_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,132377.050180,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,43.588618,243.059402,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Warenga solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1350330.013267.
solar_waikato_warenga_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,132377.050180,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,43.588618,243.059402,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Warenga solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1350330.013267.
wind_waikato_generic_wind_no_20,wind,2025,2025,,,MW_e generator capacity,,,,255113.658399,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.943430,0.000000,3600,74.222034,511.674972,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 20; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2558374.860526.
wind_waikato_generic_wind_no_20,wind,2030,2030,,,MW_e generator capacity,,,,255113.658399,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.943430,0.000000,3600,74.222034,511.674972,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 20; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2558374.860526.
wind_waikato_generic_wind_no_20,wind,2040,2040,,,MW_e generator capacity,,,,255113.658399,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.943430,0.000000,3600,74.222034,511.674972,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 20; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2558374.860526.
wind_waikato_generic_wind_no_20,wind,2050,2050,,,MW_e generator capacity,,,,255113.658399,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.943430,0.000000,3600,74.222034,511.674972,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 20; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2558374.860526.
wind_waikato_generic_wind_no_24,wind,2025,2025,,,MW_e generator capacity,,,,220520.005263,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,45.656975,0.000000,3600,25.985368,650.964762,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 24; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2169882.538521.
wind_waikato_generic_wind_no_24,wind,2030,2030,,,MW_e generator capacity,,,,220520.005263,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,45.656975,0.000000,3600,25.985368,650.964762,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 24; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2169882.538521.
wind_waikato_generic_wind_no_24,wind,2040,2040,,,MW_e generator capacity,,,,220520.005263,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,45.656975,0.000000,3600,25.985368,650.964762,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 24; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2169882.538521.
wind_waikato_generic_wind_no_24,wind,2050,2050,,,MW_e generator capacity,,,,220520.005263,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,45.656975,0.000000,3600,25.985368,650.964762,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 24; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2169882.538521.
